material_type,moisture_content,contamination_level,combustibility,calorific_value,rdf_score,rdf_suitable,rdf_grade
cardboard,23.97,0.48,7.91,16.41,0.6491,1,Medium
plastic,0.99,4.09,9.26,42.95,0.9031,1,High
organic,70.78,5.95,3.95,6.51,0.2927,0,Unsuitable
cardboard,9.11,1.03,8.08,15.03,0.6432,1,Medium
metal,0.01,1.7,0.7,0.28,0.3838,0,Low
metal,0.3,2.1,0.8,0.36,0.4622,1,Low
cardboard,19.15,2.96,9.17,17.21,0.6803,1,Medium
plastic,3.61,3.17,9.53,35.36,0.8258,1,High
cardboard,20.63,1.0,9.46,15.53,0.5994,1,Medium
glass,1.5,0.01,0.0,0.0,0.3606,0,Low
plastic,7.86,0.28,8.78,30.6,0.8654,1,High
cardboard,24.64,3.64,7.95,17.07,0.5791,1,Medium
glass,4.44,1.23,0.0,0.0,0.4739,1,Low
cardboard,6.33,0.97,7.9,16.27,0.7087,1,High
organic,51.66,8.53,2.89,6.48,0.1441,0,Unsuitable
organic,54.17,4.32,2.54,6.72,0.3733,0,Low
metal,0.23,2.95,0.67,0.42,0.4595,1,Low
glass,1.0,0.56,0.0,0.0,0.3767,0,Low
organic,45.03,5.14,5.02,7.23,0.2995,0,Unsuitable
glass,3.33,2.22,0.0,0.0,0.2847,0,Unsuitable
cardboard,9.9,2.29,8.83,16.65,0.6387,1,Medium
plastic,5.08,0.74,9.41,32.11,0.8698,1,High
metal,2.44,1.72,1.0,0.36,0.5071,1,Medium
plastic,5.09,5.85,8.83,42.92,0.827,1,High
plastic,2.24,3.48,8.44,30.05,0.6829,1,Medium
plastic,3.71,5.33,8.78,43.52,0.8773,1,High
paper,5.19,0.94,9.79,15.42,0.6999,1,Medium
cardboard,19.33,3.09,9.93,15.05,0.5456,1,Medium
paper,14.79,4.19,8.63,15.26,0.724,1,High
paper,11.6,2.46,8.68,15.97,0.7009,1,High
glass,3.4,1.46,0.0,0.0,0.3919,0,Low
organic,67.19,3.54,2.88,6.96,0.3139,0,Unsuitable
paper,17.45,4.94,7.71,13.08,0.5901,1,Medium
cardboard,19.52,3.1,8.7,15.77,0.6268,1,Medium
paper,5.37,3.41,8.84,13.09,0.6194,1,Medium
plastic,3.08,3.81,9.2,32.29,0.8164,1,High
glass,3.42,2.8,0.0,0.0,0.3941,0,Low
metal,0.27,1.19,0.9,0.4,0.4012,0,Low
plastic,1.53,3.04,9.17,33.36,0.7736,1,High
organic,50.68,6.55,2.09,3.65,0.2273,0,Unsuitable
metal,1.55,2.9,0.47,0.04,0.3867,0,Low
plastic,1.72,1.13,8.85,34.22,0.913,1,High
glass,2.43,0.33,0.0,0.0,0.3757,0,Low
paper,20.66,1.41,8.48,14.19,0.6573,1,Medium
cardboard,23.26,3.67,8.26,15.91,0.5875,1,Medium
cardboard,17.38,2.18,7.11,17.54,0.716,1,High
organic,41.88,4.92,3.9,7.48,0.3474,0,Unsuitable
paper,14.3,3.9,8.58,13.7,0.5791,1,Medium
paper,20.65,4.87,8.99,13.06,0.6659,1,Medium
glass,4.31,1.15,0.0,0.0,0.4148,0,Low
paper,10.9,2.87,9.3,16.34,0.673,1,Medium
organic,59.36,6.04,2.79,7.48,0.3168,0,Unsuitable
cardboard,6.03,3.18,8.94,15.78,0.6604,1,Medium
cardboard,6.39,3.97,8.91,15.76,0.5801,1,Medium
cardboard,24.0,1.75,9.7,17.61,0.7184,1,High
paper,21.51,3.86,8.1,13.21,0.5306,1,Medium
glass,3.08,2.33,0.0,0.0,0.4153,0,Low
plastic,7.82,3.3,9.57,32.6,0.7741,1,High
cardboard,23.38,0.69,7.18,16.96,0.7046,1,High
plastic,9.06,4.5,8.04,37.69,0.7622,1,High
organic,57.35,9.74,4.61,3.55,0.2033,0,Unsuitable
cardboard,6.31,1.38,9.15,15.47,0.7445,1,High
glass,3.45,2.33,0.0,0.0,0.3735,0,Low
paper,9.01,3.86,7.73,16.37,0.5559,1,Medium
plastic,3.94,3.34,9.07,44.8,0.8716,1,High
paper,5.78,3.85,9.76,14.58,0.7174,1,High
organic,72.19,8.9,3.35,5.59,0.1894,0,Unsuitable
glass,3.14,1.29,0.0,0.0,0.4685,1,Low
paper,28.36,2.84,8.54,14.69,0.5787,1,Medium
metal,3.39,2.32,0.42,0.13,0.3738,0,Low
glass,3.88,1.25,0.0,0.0,0.4553,1,Low
paper,20.22,4.86,7.42,15.29,0.5055,1,Medium
glass,4.04,1.85,0.0,0.0,0.309,0,Unsuitable
organic,58.9,3.5,5.59,6.65,0.3539,0,Low
paper,26.86,3.96,8.3,13.47,0.4606,1,Low
organic,77.96,8.38,2.82,3.97,0.1276,0,Unsuitable
organic,45.68,7.09,3.51,4.51,0.2325,0,Unsuitable
plastic,7.78,2.92,8.88,44.52,0.8349,1,High
organic,59.87,7.78,2.95,3.32,0.2893,0,Unsuitable
metal,0.82,0.89,0.99,0.32,0.4599,1,Low
metal,0.36,2.91,0.89,0.27,0.3756,0,Low
glass,4.17,2.36,0.0,0.0,0.4295,0,Low
glass,2.49,2.45,0.0,0.0,0.3729,0,Low
paper,25.41,0.72,8.01,14.07,0.5966,1,Medium
plastic,7.59,2.74,8.96,32.11,0.7126,1,High
metal,3.89,0.67,0.62,0.15,0.4063,0,Low
organic,47.19,3.72,2.78,6.98,0.2986,0,Unsuitable
cardboard,23.98,2.3,8.46,17.25,0.6805,1,Medium
glass,2.14,1.5,0.0,0.0,0.3818,0,Low
organic,61.22,8.8,5.49,5.4,0.1694,0,Unsuitable
glass,4.37,1.53,0.0,0.0,0.3955,0,Low
metal,2.35,1.81,0.88,0.42,0.4407,0,Low
cardboard,13.15,0.57,9.01,15.54,0.7085,1,High
metal,2.75,1.94,0.68,0.42,0.4427,0,Low
organic,59.9,4.23,4.46,4.48,0.2965,0,Unsuitable
metal,0.09,1.69,0.17,0.14,0.3973,0,Low
glass,0.85,2.96,0.0,0.0,0.4365,0,Low
paper,27.41,2.6,7.11,15.84,0.6614,1,Medium
glass,1.29,1.39,0.0,0.0,0.4393,0,Low
metal,4.71,2.37,0.03,0.41,0.3753,0,Low
plastic,5.16,2.98,9.67,36.8,0.835,1,High
cardboard,10.3,2.72,7.54,16.93,0.6975,1,Medium
paper,25.99,2.42,9.79,16.6,0.6673,1,Medium
organic,48.58,8.76,4.54,4.47,0.1887,0,Unsuitable
glass,2.15,2.4,0.0,0.0,0.3419,0,Unsuitable
paper,19.64,0.75,8.01,16.54,0.6096,1,Medium
plastic,7.44,2.91,8.93,39.95,0.8579,1,High
organic,79.57,9.08,4.95,3.69,0.1266,0,Unsuitable
paper,9.39,4.69,9.45,15.09,0.6565,1,Medium
cardboard,16.18,0.73,7.92,17.82,0.614,1,Medium
cardboard,7.04,1.0,8.78,15.18,0.713,1,High
metal,1.45,0.88,0.23,0.47,0.4453,0,Low
metal,2.93,0.9,0.7,0.05,0.4779,1,Low
metal,3.63,0.8,0.36,0.48,0.467,1,Low
glass,0.92,1.29,0.0,0.0,0.3473,0,Unsuitable
paper,20.28,2.17,9.28,13.17,0.6581,1,Medium
metal,3.42,0.99,0.08,0.17,0.4563,1,Low
organic,68.99,8.43,4.54,4.22,0.2135,0,Unsuitable
cardboard,9.29,3.62,9.12,15.16,0.6613,1,Medium
plastic,4.53,2.52,9.21,41.59,0.8972,1,High
metal,1.36,1.89,0.69,0.34,0.4941,1,Low
metal,3.81,0.9,0.21,0.27,0.4102,0,Low
plastic,0.33,0.31,9.39,45.57,1.0,1,High
organic,72.72,4.83,5.98,5.82,0.2167,0,Unsuitable
cardboard,14.92,1.34,9.34,15.32,0.7326,1,High
plastic,2.3,3.13,9.7,36.04,0.8114,1,High
organic,51.67,4.69,5.48,5.32,0.3572,0,Low
glass,1.5,2.28,0.0,0.0,0.4156,0,Low
organic,52.5,5.82,3.91,4.23,0.3214,0,Unsuitable
glass,0.12,2.43,0.0,0.0,0.4975,1,Low
glass,3.29,1.96,0.0,0.0,0.4484,0,Low
metal,4.01,0.0,0.53,0.33,0.5424,1,Medium
metal,1.84,0.89,0.18,0.28,0.4675,1,Low
paper,14.0,1.29,9.37,15.9,0.6851,1,Medium
organic,55.56,3.87,5.14,6.09,0.3485,0,Unsuitable
cardboard,18.19,3.72,8.42,16.36,0.5514,1,Medium
organic,78.39,9.73,5.28,5.31,0.2323,0,Unsuitable
cardboard,23.77,1.45,9.27,17.77,0.7592,1,High
plastic,9.48,3.33,8.98,45.8,0.9384,1,High
organic,78.53,7.82,4.15,3.66,0.1679,0,Unsuitable
paper,28.61,3.01,8.21,15.2,0.5882,1,Medium
glass,2.0,1.82,0.0,0.0,0.465,1,Low
organic,61.26,7.05,3.35,4.36,0.2273,0,Unsuitable
glass,3.56,0.66,0.0,0.0,0.4172,0,Low
cardboard,22.92,2.44,9.15,16.68,0.647,1,Medium
plastic,8.28,2.1,9.53,38.69,0.8797,1,High
organic,72.11,3.29,5.52,7.84,0.2617,0,Unsuitable
plastic,8.07,3.88,8.68,44.14,0.7941,1,High
cardboard,22.06,2.68,7.87,17.93,0.5734,1,Medium
glass,2.02,0.41,0.0,0.0,0.4632,1,Low
metal,4.83,2.3,0.24,0.36,0.4139,0,Low
organic,59.74,9.56,3.51,4.32,0.2218,0,Unsuitable
glass,2.65,2.59,0.0,0.0,0.3295,0,Unsuitable
cardboard,21.95,3.86,7.98,17.22,0.5749,1,Medium
metal,3.05,2.41,0.89,0.22,0.3258,0,Unsuitable
glass,0.67,1.09,0.0,0.0,0.3796,0,Low
paper,23.48,1.08,7.77,16.74,0.612,1,Medium
cardboard,16.54,0.92,7.84,15.67,0.6181,1,Medium
plastic,8.99,2.59,8.84,36.19,0.9301,1,High
plastic,8.72,1.96,9.91,35.04,0.8285,1,High
cardboard,15.4,0.91,9.26,16.97,0.724,1,High
glass,3.54,0.93,0.0,0.0,0.3963,0,Low
paper,26.68,2.95,8.66,13.95,0.5753,1,Medium
organic,41.72,8.71,2.21,6.36,0.215,0,Unsuitable
plastic,4.33,5.15,8.19,40.67,0.7502,1,High
organic,46.91,8.6,3.8,5.14,0.3664,0,Low
organic,55.42,6.64,2.43,5.13,0.2375,0,Unsuitable
cardboard,8.32,1.45,8.33,17.01,0.6979,1,Medium
plastic,5.5,4.06,8.15,45.27,0.8952,1,High
cardboard,9.46,0.34,9.37,15.72,0.7099,1,High
plastic,1.82,5.85,9.56,44.88,0.9391,1,High
metal,2.4,0.51,0.33,0.15,0.394,0,Low
organic,41.03,3.99,4.73,3.62,0.3302,0,Unsuitable
paper,22.27,0.7,7.44,13.92,0.6216,1,Medium
cardboard,9.01,0.14,9.72,17.63,0.7088,1,High
paper,9.71,3.6,7.75,16.73,0.5887,1,Medium
paper,19.71,0.04,9.65,15.91,0.6829,1,Medium
metal,3.54,2.41,0.96,0.29,0.4057,0,Low
cardboard,13.51,2.81,9.76,16.8,0.6885,1,Medium
organic,64.76,9.05,2.26,4.99,0.1292,0,Unsuitable
cardboard,15.03,0.88,8.06,16.22,0.7068,1,High
glass,2.96,1.94,0.0,0.0,0.3764,0,Low
metal,0.83,0.29,0.74,0.06,0.445,0,Low
organic,44.73,4.14,4.03,6.23,0.2586,0,Unsuitable
paper,8.21,3.08,9.32,14.25,0.7142,1,High
paper,7.29,4.44,8.13,15.09,0.6194,1,Medium
cardboard,12.43,2.6,7.23,16.44,0.7082,1,High
plastic,2.93,4.31,9.35,41.95,0.8263,1,High
paper,29.85,0.27,9.48,15.96,0.7142,1,High
organic,70.29,8.18,2.55,6.96,0.164,0,Unsuitable
plastic,6.45,4.93,8.93,33.79,0.8606,1,High
metal,2.64,1.39,0.78,0.12,0.3541,0,Low
paper,16.85,0.25,7.69,14.41,0.7575,1,High
cardboard,16.21,3.51,8.63,15.86,0.6559,1,Medium
paper,8.42,2.81,9.05,13.2,0.6069,1,Medium
paper,12.99,4.79,7.61,13.25,0.6443,1,Medium
paper,8.36,0.63,8.22,14.23,0.7425,1,High
paper,17.54,0.39,9.59,14.14,0.664,1,Medium
metal,4.66,1.3,0.23,0.42,0.3711,0,Low
organic,62.06,6.43,5.4,6.65,0.287,0,Unsuitable
cardboard,19.69,2.57,8.5,17.96,0.6594,1,Medium
glass,3.88,1.73,0.0,0.0,0.4141,0,Low
organic,49.1,5.83,4.34,5.8,0.3194,0,Unsuitable
organic,48.89,5.44,2.06,6.46,0.206,0,Unsuitable
cardboard,12.03,1.34,8.54,17.58,0.7053,1,High
paper,22.3,0.22,9.49,16.85,0.7472,1,High
plastic,9.57,2.48,8.83,31.7,0.8037,1,High
cardboard,14.56,2.03,7.65,16.84,0.6683,1,Medium
paper,13.16,0.98,9.09,15.07,0.7573,1,High
cardboard,13.51,3.87,7.16,16.26,0.5787,1,Medium
cardboard,7.93,1.85,7.47,16.56,0.6748,1,Medium
paper,7.68,4.13,8.38,16.53,0.6057,1,Medium
paper,20.69,4.62,7.52,16.2,0.5605,1,Medium
metal,0.85,1.3,0.13,0.48,0.3846,0,Low
glass,0.33,2.69,0.0,0.0,0.3699,0,Low
paper,9.81,2.29,8.6,14.33,0.6572,1,Medium
metal,0.7,2.12,0.17,0.15,0.3718,0,Low
plastic,7.03,2.57,9.74,40.88,0.9658,1,High
plastic,7.16,0.89,9.96,42.59,0.9145,1,High
glass,0.86,1.84,0.0,0.0,0.3415,0,Unsuitable
cardboard,15.26,0.75,7.47,15.23,0.7062,1,High
paper,28.68,3.75,9.31,15.04,0.5258,1,Medium
metal,4.71,2.17,0.11,0.33,0.5565,1,Medium
glass,3.46,2.5,0.0,0.0,0.402,0,Low
cardboard,7.64,0.14,9.16,17.54,0.7564,1,High
glass,1.68,0.72,0.0,0.0,0.5015,1,Medium
metal,1.37,0.8,0.05,0.14,0.4169,0,Low
plastic,2.56,4.14,9.09,43.4,0.8927,1,High
glass,1.84,0.27,0.0,0.0,0.4991,1,Low
metal,4.49,0.02,0.49,0.21,0.452,1,Low
cardboard,10.79,3.49,9.2,16.3,0.6039,1,Medium
paper,23.93,2.0,8.02,13.16,0.6341,1,Medium
glass,0.27,0.07,0.0,0.0,0.4326,0,Low
glass,3.12,1.87,0.0,0.0,0.3664,0,Low
organic,60.77,9.68,5.48,4.17,0.3162,0,Unsuitable
organic,41.07,3.2,2.68,6.47,0.3186,0,Unsuitable
cardboard,5.32,3.95,8.6,16.18,0.6343,1,Medium
glass,2.35,1.84,0.0,0.0,0.3371,0,Unsuitable
metal,0.02,2.58,0.31,0.14,0.2977,0,Unsuitable
organic,44.92,4.86,3.41,7.93,0.3987,0,Low
metal,1.15,1.71,0.4,0.03,0.3315,0,Unsuitable
metal,4.49,2.38,0.08,0.36,0.404,0,Low
cardboard,17.05,2.31,7.15,15.18,0.5237,1,Medium
cardboard,9.84,2.0,7.49,17.37,0.7062,1,High
cardboard,21.84,0.2,8.28,17.54,0.7616,1,High
glass,2.95,1.04,0.0,0.0,0.4135,0,Low
glass,4.3,1.73,0.0,0.0,0.4292,0,Low
glass,4.81,2.16,0.0,0.0,0.3608,0,Low
paper,16.04,0.95,7.46,14.73,0.5734,1,Medium
glass,2.21,1.78,0.0,0.0,0.3453,0,Unsuitable
glass,4.51,2.42,0.0,0.0,0.4349,0,Low
cardboard,16.11,1.98,9.29,16.0,0.6611,1,Medium
metal,4.33,2.92,0.78,0.11,0.3045,0,Unsuitable
glass,2.11,0.71,0.0,0.0,0.4123,0,Low
paper,11.85,1.9,8.43,15.86,0.5838,1,Medium
cardboard,7.55,1.05,9.98,15.57,0.7834,1,High
organic,65.54,5.75,2.37,3.02,0.1319,0,Unsuitable
paper,10.77,3.89,9.57,13.58,0.6602,1,Medium
metal,0.73,0.86,0.24,0.39,0.4923,1,Low
metal,3.37,2.47,0.3,0.1,0.2984,0,Unsuitable
plastic,3.2,4.03,9.36,38.22,0.7636,1,High
glass,2.44,1.53,0.0,0.0,0.3788,0,Low
cardboard,24.42,2.91,7.23,16.22,0.4733,1,Low
cardboard,8.63,2.33,8.05,16.02,0.6844,1,Medium
metal,2.11,1.58,0.56,0.28,0.4837,1,Low
paper,13.37,3.28,7.44,16.98,0.5902,1,Medium
metal,2.09,0.9,0.39,0.36,0.4114,0,Low
glass,4.44,1.37,0.0,0.0,0.4175,0,Low
glass,2.37,2.33,0.0,0.0,0.3429,0,Unsuitable
cardboard,15.14,1.46,8.21,16.36,0.6185,1,Medium
organic,78.49,8.91,5.37,4.0,0.1703,0,Unsuitable
paper,21.4,1.01,9.24,13.8,0.6659,1,Medium
metal,1.53,2.54,0.73,0.27,0.4459,0,Low
paper,14.75,3.91,7.62,15.01,0.6548,1,Medium
glass,2.13,1.56,0.0,0.0,0.4357,0,Low
cardboard,6.09,0.38,8.05,17.53,0.7531,1,High
metal,1.55,2.16,0.58,0.49,0.3742,0,Low
cardboard,16.85,1.23,7.14,15.16,0.7015,1,High
metal,3.46,2.1,0.18,0.43,0.4049,0,Low
paper,7.95,4.18,9.73,16.29,0.598,1,Medium
organic,54.45,7.99,4.32,5.12,0.3299,0,Unsuitable
plastic,4.13,5.42,8.58,32.44,0.7612,1,High
paper,23.98,4.3,7.34,15.49,0.5723,1,Medium
plastic,6.71,5.76,8.69,34.8,0.8024,1,High
glass,2.15,1.42,0.0,0.0,0.3897,0,Low
metal,2.95,2.26,0.01,0.11,0.3956,0,Low
cardboard,15.14,1.37,8.95,15.68,0.6925,1,Medium
organic,53.82,5.53,5.79,3.22,0.327,0,Unsuitable
cardboard,16.56,2.8,8.92,15.02,0.6379,1,Medium
metal,3.86,0.57,0.72,0.31,0.4227,0,Low
paper,9.4,3.35,9.21,14.96,0.7146,1,High
glass,1.45,2.29,0.0,0.0,0.4663,1,Low
cardboard,18.48,2.69,8.83,16.56,0.5863,1,Medium
glass,4.82,1.4,0.0,0.0,0.4678,1,Low
organic,68.97,7.51,2.95,3.24,0.1308,0,Unsuitable
cardboard,11.5,3.14,8.96,17.09,0.6281,1,Medium
glass,2.35,0.55,0.0,0.0,0.4327,0,Low
organic,63.21,6.09,3.07,7.31,0.2303,0,Unsuitable
paper,28.08,3.17,7.05,16.65,0.6044,1,Medium
organic,61.39,6.17,3.93,6.85,0.2756,0,Unsuitable
metal,0.88,0.17,0.13,0.13,0.4015,0,Low
glass,1.2,0.96,0.0,0.0,0.3403,0,Unsuitable
organic,61.29,9.66,5.98,7.19,0.2916,0,Unsuitable
glass,2.9,1.05,0.0,0.0,0.3648,0,Low
plastic,0.39,3.65,9.38,30.05,0.797,1,High
metal,3.96,0.12,0.05,0.31,0.4134,0,Low
plastic,8.31,3.55,9.9,35.03,0.8026,1,High
glass,0.54,2.39,0.0,0.0,0.4153,0,Low
organic,63.95,8.59,2.13,3.82,0.0722,0,Unsuitable
glass,1.92,2.86,0.0,0.0,0.3347,0,Unsuitable
paper,12.01,1.39,9.14,15.47,0.6517,1,Medium
cardboard,17.13,3.57,9.55,17.76,0.6448,1,Medium
plastic,9.85,4.9,9.59,40.68,0.9194,1,High
metal,3.71,2.1,0.73,0.38,0.3532,0,Low
plastic,3.49,2.35,9.5,41.46,0.8768,1,High
plastic,5.96,0.84,9.27,44.19,0.9453,1,High
glass,4.48,3.0,0.0,0.0,0.3395,0,Unsuitable
metal,1.2,0.74,0.18,0.32,0.4224,0,Low
plastic,4.31,3.14,8.88,43.68,0.9741,1,High
plastic,9.92,5.07,9.32,42.1,0.8267,1,High
cardboard,20.32,0.83,8.47,15.53,0.6552,1,Medium
glass,1.27,0.33,0.0,0.0,0.4538,1,Low
paper,13.31,3.87,7.68,16.76,0.6683,1,Medium
cardboard,9.81,0.3,8.41,15.75,0.7124,1,High
cardboard,15.34,0.93,8.35,15.59,0.7034,1,High
metal,0.54,0.57,0.94,0.33,0.4399,0,Low
paper,11.42,4.29,8.09,13.58,0.6186,1,Medium
metal,2.02,2.46,0.62,0.26,0.3483,0,Unsuitable
cardboard,6.5,3.96,7.52,15.77,0.4924,1,Low
plastic,7.64,2.74,9.91,30.84,0.7923,1,High
organic,42.42,5.74,2.22,7.99,0.3451,0,Unsuitable
metal,1.09,0.83,0.45,0.16,0.4474,0,Low
metal,3.28,1.84,0.9,0.24,0.3416,0,Unsuitable
organic,47.79,7.38,5.08,3.77,0.2381,0,Unsuitable
metal,4.34,1.52,0.53,0.36,0.4106,0,Low
plastic,8.04,5.54,8.11,31.94,0.6865,1,Medium
cardboard,17.09,1.53,8.62,17.11,0.664,1,Medium
metal,0.45,1.32,0.92,0.28,0.386,0,Low
cardboard,23.17,1.55,8.53,15.35,0.7004,1,High
paper,24.86,1.63,8.31,13.67,0.5237,1,Medium
glass,0.43,1.95,0.0,0.0,0.3246,0,Unsuitable
organic,62.26,9.96,3.72,7.95,0.1896,0,Unsuitable
cardboard,12.85,3.61,9.63,15.97,0.6192,1,Medium
organic,70.68,7.4,2.61,3.37,0.1922,0,Unsuitable
organic,60.01,4.67,3.17,4.96,0.4118,0,Low
paper,14.68,0.58,9.6,15.44,0.7233,1,High
plastic,4.24,2.5,9.2,39.74,0.8593,1,High
cardboard,7.07,1.22,7.05,16.36,0.6928,1,Medium
glass,3.67,0.5,0.0,0.0,0.423,0,Low
paper,6.79,1.71,8.17,15.86,0.7185,1,High
glass,4.74,2.99,0.0,0.0,0.3539,0,Low
organic,74.85,6.61,2.71,4.64,0.1393,0,Unsuitable
cardboard,22.4,2.08,8.44,17.25,0.6878,1,Medium
glass,1.92,1.93,0.0,0.0,0.4135,0,Low
glass,0.28,1.23,0.0,0.0,0.41,0,Low
metal,4.49,2.46,0.52,0.35,0.5008,1,Medium
cardboard,21.9,2.86,7.36,17.94,0.592,1,Medium
cardboard,8.44,2.88,7.21,15.24,0.6904,1,Medium
metal,4.97,0.83,0.61,0.26,0.5374,1,Medium
cardboard,16.1,3.8,8.0,16.32,0.5947,1,Medium
paper,13.31,1.9,7.91,16.24,0.7066,1,High
cardboard,17.47,1.56,7.04,15.52,0.6062,1,Medium
metal,0.58,1.96,0.14,0.04,0.4083,0,Low
plastic,1.46,0.88,8.51,38.59,0.8875,1,High
paper,26.32,3.76,8.88,16.63,0.6102,1,Medium
cardboard,13.23,1.31,8.0,15.44,0.6459,1,Medium
metal,0.28,2.02,0.86,0.25,0.3994,0,Low
glass,1.72,2.96,0.0,0.0,0.3954,0,Low
plastic,7.09,4.34,8.13,33.56,0.7543,1,High
glass,4.38,1.83,0.0,0.0,0.4291,0,Low
metal,0.37,2.75,0.9,0.34,0.4427,0,Low
organic,70.61,7.72,2.89,5.57,0.1453,0,Unsuitable
organic,74.41,6.93,4.09,6.49,0.2269,0,Unsuitable
metal,0.43,0.38,0.76,0.01,0.4732,1,Low
plastic,9.05,4.22,8.01,34.99,0.7565,1,High
glass,2.34,1.38,0.0,0.0,0.3519,0,Low
plastic,5.07,1.02,8.09,32.29,0.7567,1,High
plastic,2.78,0.83,9.47,37.13,0.8758,1,High
paper,21.61,2.66,8.97,13.16,0.5622,1,Medium
glass,1.38,1.88,0.0,0.0,0.4171,0,Low
organic,77.59,5.37,4.77,6.58,0.3031,0,Unsuitable
organic,66.22,8.35,6.0,3.2,0.1636,0,Unsuitable
metal,0.73,0.46,0.45,0.44,0.3948,0,Low
glass,1.88,0.96,0.0,0.0,0.468,1,Low
glass,4.57,1.5,0.0,0.0,0.3794,0,Low
glass,4.22,1.6,0.0,0.0,0.4843,1,Low
plastic,4.14,0.62,8.72,36.35,0.8475,1,High
paper,8.6,1.12,8.68,14.08,0.6725,1,Medium
metal,3.45,0.9,0.09,0.24,0.3609,0,Low
organic,69.05,7.34,3.79,7.73,0.0733,0,Unsuitable
metal,4.4,2.4,0.42,0.08,0.3839,0,Low
metal,1.17,2.62,0.5,0.23,0.4619,1,Low
organic,48.6,6.0,5.75,4.19,0.2909,0,Unsuitable
paper,6.3,2.66,7.52,15.49,0.7157,1,High
organic,75.88,9.47,2.85,5.71,0.091,0,Unsuitable
paper,9.78,0.77,7.04,13.73,0.6298,1,Medium
organic,43.1,9.07,5.12,4.27,0.241,0,Unsuitable
cardboard,20.51,1.29,8.69,16.14,0.7047,1,High
plastic,5.86,4.5,9.51,35.7,0.8118,1,High
paper,6.36,0.36,8.13,13.89,0.7951,1,High
glass,2.96,2.02,0.0,0.0,0.4146,0,Low
glass,3.63,1.58,0.0,0.0,0.4271,0,Low
organic,67.33,8.47,5.66,7.75,0.2465,0,Unsuitable
organic,76.46,3.02,4.55,3.89,0.2496,0,Unsuitable
organic,51.9,6.38,2.04,4.18,0.2382,0,Unsuitable
organic,75.57,9.98,3.79,4.3,0.0731,0,Unsuitable
metal,0.57,2.92,0.71,0.25,0.2925,0,Unsuitable
glass,2.72,1.24,0.0,0.0,0.3924,0,Low
cardboard,9.52,1.92,7.49,17.0,0.6045,1,Medium
metal,2.25,0.84,0.84,0.35,0.3904,0,Low
glass,2.64,2.63,0.0,0.0,0.3499,0,Unsuitable
metal,4.04,1.06,0.13,0.04,0.3664,0,Low
cardboard,20.57,1.15,7.35,15.74,0.6754,1,Medium
cardboard,9.31,0.86,7.1,16.79,0.7041,1,High
glass,3.27,1.71,0.0,0.0,0.4709,1,Low
organic,43.37,8.67,4.34,6.27,0.303,0,Unsuitable
metal,2.19,2.64,0.22,0.0,0.3968,0,Low
metal,4.11,1.93,0.92,0.23,0.4101,0,Low
plastic,2.31,1.31,9.47,31.29,0.7946,1,High
plastic,5.77,0.28,9.41,38.11,0.8781,1,High
organic,67.3,3.03,2.82,4.29,0.2377,0,Unsuitable
plastic,7.47,3.08,8.65,31.66,0.7415,1,High
metal,2.0,1.65,0.94,0.12,0.4044,0,Low
cardboard,19.28,0.05,8.97,15.49,0.6562,1,Medium
cardboard,16.18,1.5,8.41,15.93,0.7205,1,High
paper,18.55,4.27,8.99,14.29,0.5515,1,Medium
paper,7.07,2.73,8.29,16.03,0.6337,1,Medium
paper,7.04,1.95,8.6,14.51,0.6726,1,Medium
paper,17.64,4.68,8.23,13.33,0.522,1,Medium
glass,1.28,0.81,0.0,0.0,0.4935,1,Low
metal,1.75,0.59,0.42,0.18,0.5082,1,Medium
organic,67.17,9.4,4.52,4.25,0.0691,0,Unsuitable
plastic,4.02,2.53,9.96,34.46,0.9405,1,High
organic,47.14,7.22,5.0,6.18,0.2195,0,Unsuitable
cardboard,6.19,1.88,8.51,17.31,0.7017,1,High
organic,71.32,5.56,4.53,6.74,0.1965,0,Unsuitable
organic,56.89,7.54,3.57,6.69,0.2627,0,Unsuitable
cardboard,8.14,0.82,9.26,16.89,0.7128,1,High
organic,52.55,8.94,4.74,3.98,0.2327,0,Unsuitable
glass,0.79,2.38,0.0,0.0,0.4124,0,Low
glass,4.92,2.17,0.0,0.0,0.4187,0,Low
paper,19.6,2.6,7.82,14.13,0.6655,1,Medium
organic,53.39,8.1,5.81,5.2,0.1805,0,Unsuitable
metal,0.05,2.36,0.53,0.24,0.3557,0,Low
metal,2.58,0.97,0.28,0.21,0.439,0,Low
metal,1.62,0.58,0.43,0.07,0.4542,1,Low
cardboard,7.07,2.66,7.8,16.42,0.5913,1,Medium
cardboard,23.97,0.89,9.86,15.98,0.7028,1,High
glass,3.51,0.6,0.0,0.0,0.4632,1,Low
paper,27.29,1.37,9.77,13.56,0.6095,1,Medium
plastic,3.08,1.09,8.19,40.49,0.9801,1,High
metal,4.9,0.95,0.03,0.07,0.3285,0,Unsuitable
metal,2.32,2.23,0.3,0.07,0.4091,0,Low
paper,19.38,4.67,7.87,15.05,0.5632,1,Medium
paper,23.79,3.86,8.62,15.14,0.6452,1,Medium
paper,21.75,1.91,9.49,13.94,0.6224,1,Medium
glass,1.73,0.76,0.0,0.0,0.4513,1,Low
plastic,1.52,1.55,9.04,41.73,0.9292,1,High
metal,1.16,0.89,0.1,0.01,0.4734,1,Low
cardboard,7.5,3.48,8.99,16.31,0.6729,1,Medium
